35,0,0,0,1,1,0,0,1,4
35,0,0,1,0,0,1,0,1,4
35,0,1,1,0,0,1,0,1,4
35,0,0,0,1,0,1,0,1,4
35,0,1,0,1,0,1,0,1,4
35,0,0,0,0,1,1,0,1,4
35,0,1,0,0,1,1,0,1,4
35,0,1,1,1,0,1,0,1,4
35,0,0,0,0,0,0,0,0,5
35,0,1,0,0,0,0,0,0,5
35,0,0,0,1,1,1,0,1,4
35,0,0,1,0,0,0,0,0,5
35,0,1,1,0,0,0,0,0,5
35,0,0,0,1,0,0,0,0,5
35,0,1,0,1,0,0,0,0,5
35,0,0,0,0,1,0,0,0,5
